_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,emotion,emotion_gold,id,idiom_id,sentence
731671738,6/8/2015 15:44:22,false,1655622358,,6/8/2015 15:38:02,false,neodev,1.0,32108888,USA,CA,San Jose,50.117.41.210,Anticipation,,3,3,We find that choice theorists admit that they introduce a style of moral paternalism at odds with liberal values.
731671738,6/8/2015 16:10:09,false,1655661486,,6/8/2015 16:05:56,false,points4rewards,0.8333,20113482,USA,CA,Pasadena,205.144.165.253,Neutral,,3,3,We find that choice theorists admit that they introduce a style of moral paternalism at odds with liberal values.
731671739,6/8/2015 15:26:08,false,1655595044,,6/8/2015 15:24:17,false,instagc,0.6667,28524232,CAN,ON,Scarborough,99.244.116.246,Neutral,,4,4,"Well, here I am with an olive branch."
731671739,6/8/2015 15:35:13,false,1655608398,,6/8/2015 15:33:43,false,tremorgames,1.0,29121923,IRL,16,Limerick,95.45.138.162,Trust,,4,4,"Well, here I am with an olive branch."
731671739,6/8/2015 15:35:51,false,1655609385,,6/8/2015 15:32:28,false,points4rewards,1.0,28755767,USA,VA,Chester,68.57.118.32,Sadness,,4,4,"Well, here I am with an olive branch."
731671739,6/8/2015 15:38:01,false,1655612698,,6/8/2015 15:31:37,false,neodev,1.0,32108888,USA,CA,San Jose,50.117.41.210,Neutral,,4,4,"Well, here I am with an olive branch."
731671739,6/8/2015 16:30:02,false,1655691616,,6/8/2015 16:09:05,false,elite,0.85,31883685,GBR,H2,Accrington,80.47.186.28,Optimism,,4,4,"Well, here I am with an olive branch."
731671740,6/8/2015 15:26:08,false,1655595043,,6/8/2015 15:24:17,false,instagc,0.6667,28524232,CAN,ON,Scarborough,99.244.116.246,Neutral,,5,5,"Its rudder and fin were both knocked out, and a four-foot-long gash in the shell meant even repairs on the bank were out of the question."
731671740,6/8/2015 15:35:13,false,1655608391,,6/8/2015 15:33:43,false,tremorgames,1.0,29121923,IRL,16,Limerick,95.45.138.162,Submission,,5,5,"Its rudder and fin were both knocked out, and a four-foot-long gash in the shell meant even repairs on the bank were out of the question."
731671740,6/8/2015 15:35:51,false,1655609377,,6/8/2015 15:32:28,false,points4rewards,1.0,28755767,USA,VA,Chester,68.57.118.32,Anger,,5,5,"Its rudder and fin were both knocked out, and a four-foot-long gash in the shell meant even repairs on the bank were out of the question."
731671740,6/8/2015 15:38:01,false,1655612708,,6/8/2015 15:31:37,false,neodev,1.0,32108888,USA,CA,San Jose,50.117.41.210,Neutral,,5,5,"Its rudder and fin were both knocked out, and a four-foot-long gash in the shell meant even repairs on the bank were out of the question."
731671740,6/8/2015 16:30:02,false,1655691632,,6/8/2015 16:09:05,false,elite,0.85,31883685,GBR,H2,Accrington,80.47.186.28,Neutral,,5,5,"Its rudder and fin were both knocked out, and a four-foot-long gash in the shell meant even repairs on the bank were out of the question."
731671741,6/8/2015 15:46:40,false,1655625742,,6/8/2015 15:45:16,false,elite,1.0,30312592,CAN,ON,Sudbury,66.103.55.12,Anger,,6,6,Over my dead body are you arresting him.
731671741,6/8/2015 15:46:56,false,1655626199,,6/8/2015 15:45:16,false,neodev,1.0,32474291,USA,CA,Torrance,66.171.228.212,Anger,,6,6,Over my dead body are you arresting him.
731671741,6/8/2015 15:47:28,false,1655626986,,6/8/2015 15:45:17,false,points4rewards,1.0,28755767,USA,VA,Chester,68.57.118.32,Anger,,6,6,Over my dead body are you arresting him.
731671741,6/8/2015 16:21:24,false,1655678475,,6/8/2015 16:19:12,false,prodege,1.0,8116239,CAN,QC,Montréal,142.157.69.103,Aggression,,6,6,Over my dead body are you arresting him.
731671741,6/12/2015 14:27:16,false,1660531087,,6/12/2015 14:23:56,false,clixsense,0.8,19638651,USA,SC,Summerville,174.107.73.211,Aggression,,6,6,Over my dead body are you arresting him.
731671742,6/8/2015 15:26:08,false,1655595047,,6/8/2015 15:24:17,false,instagc,0.6667,28524232,CAN,ON,Scarborough,99.244.116.246,Neutral,,7,7,"Don't let him pick a fight now, we're almost home."
731671742,6/8/2015 15:35:13,false,1655608407,,6/8/2015 15:33:43,false,tremorgames,1.0,29121923,IRL,16,Limerick,95.45.138.162,Anticipation,,7,7,"Don't let him pick a fight now, we're almost home."
731671742,6/8/2015 15:35:51,false,1655609382,,6/8/2015 15:32:28,false,points4rewards,1.0,28755767,USA,VA,Chester,68.57.118.32,Anger,,7,7,"Don't let him pick a fight now, we're almost home."
731671742,6/8/2015 15:38:01,false,1655612709,,6/8/2015 15:31:37,false,neodev,1.0,32108888,USA,CA,San Jose,50.117.41.210,Love,,7,7,"Don't let him pick a fight now, we're almost home."
731671742,6/8/2015 16:30:02,false,1655691617,,6/8/2015 16:09:05,false,elite,0.85,31883685,GBR,H2,Accrington,80.47.186.28,Neutral,,7,7,"Don't let him pick a fight now, we're almost home."
731671743,6/8/2015 15:29:09,false,1655599555,,6/8/2015 15:27:43,false,instagc,0.6667,28524232,CAN,ON,Scarborough,99.244.116.246,Neutral,,8,8,He's a good fighter but there are certain points you can pick holes in.
731671743,6/8/2015 15:38:34,false,1655613457,,6/8/2015 15:37:11,false,tremorgames,1.0,29121923,IRL,16,Limerick,95.45.138.162,Neutral,,8,8,He's a good fighter but there are certain points you can pick holes in.
731671743,6/8/2015 15:41:58,false,1655618576,,6/8/2015 15:39:15,false,neodev,1.0,32474291,USA,CA,Torrance,66.171.228.212,Disapproval,,8,8,He's a good fighter but there are certain points you can pick holes in.
731671743,6/8/2015 15:42:06,false,1655618834,,6/8/2015 15:39:27,false,points4rewards,1.0,28755767,USA,VA,Chester,68.57.118.32,Anger,,8,8,He's a good fighter but there are certain points you can pick holes in.
731671743,6/8/2015 15:47:19,false,1655626674,,6/8/2015 15:41:06,false,neodev,1.0,30695793,USA,CA,Palo Alto,15.219.169.69,Aggression,,8,8,He's a good fighter but there are certain points you can pick holes in.
731671744,6/8/2015 15:48:12,false,1655628085,,6/8/2015 15:46:41,false,elite,1.0,30312592,CAN,ON,Sudbury,66.103.55.12,Joy,,10,10,"Aggie finally found the cat a good home and from that day onwards she had kept up a running battle with her mice.
"
731671744,6/8/2015 15:48:20,false,1655628329,,6/8/2015 15:46:57,false,neodev,1.0,32474291,USA,CA,Torrance,66.171.228.212,Optimism,,10,10,"Aggie finally found the cat a good home and from that day onwards she had kept up a running battle with her mice.
"
731671744,6/8/2015 15:53:42,false,1655636107,,6/8/2015 15:49:47,false,neodev,1.0,32108888,USA,CA,San Jose,50.117.41.210,Optimism,,10,10,"Aggie finally found the cat a good home and from that day onwards she had kept up a running battle with her mice.
"
731671744,6/8/2015 15:54:30,false,1655637307,,6/8/2015 15:49:12,false,points4rewards,0.8333,20113482,USA,CA,Pasadena,205.144.165.253,Optimism,,10,10,"Aggie finally found the cat a good home and from that day onwards she had kept up a running battle with her mice.
"
731671744,6/12/2015 14:30:58,false,1660533288,,6/12/2015 14:27:35,false,clixsense,0.8,19638651,USA,SC,Summerville,174.107.73.211,Neutral,,10,10,"Aggie finally found the cat a good home and from that day onwards she had kept up a running battle with her mice.
"
731671745,6/8/2015 16:00:16,false,1655645981,,6/8/2015 15:58:24,false,elite,1.0,30312592,CAN,ON,Sudbury,66.103.55.12,Neutral,,12,12,She left the citizens of Riverbank to their shouting match and struck off along the trail to the footpath.
731671745,6/8/2015 16:05:34,false,1655654030,,6/8/2015 16:01:11,false,clixsense,1.0,32549163,CAN,MB,Winnipeg,206.45.167.246,Ambiguous,,12,12,She left the citizens of Riverbank to their shouting match and struck off along the trail to the footpath.
731671745,6/8/2015 16:05:59,false,1655654697,,6/8/2015 16:00:59,false,fusioncash,1.0,31757234,USA,KY,London,76.177.136.50,Contempt,,12,12,She left the citizens of Riverbank to their shouting match and struck off along the trail to the footpath.
731671745,6/8/2015 16:07:35,false,1655657171,,6/8/2015 16:06:53,false,neodev,1.0,32669750,CAN,QC,Montréal,192.99.8.199,Disgust,,12,12,She left the citizens of Riverbank to their shouting match and struck off along the trail to the footpath.
731671745,6/12/2015 14:35:48,false,1660536465,,6/12/2015 14:33:14,false,clixsense,0.8,19638651,USA,SC,Summerville,174.107.73.211,Anger,,12,12,She left the citizens of Riverbank to their shouting match and struck off along the trail to the footpath.
731671746,6/8/2015 15:40:59,false,1655617150,,6/8/2015 15:39:51,false,tremorgames,1.0,29121923,IRL,16,Limerick,95.45.138.162,Neutral,,13,13,You must sink your differences.
731671746,6/8/2015 15:45:14,false,1655623717,,6/8/2015 15:43:53,false,neodev,1.0,32474291,USA,CA,Torrance,66.171.228.212,Disapproval,,13,13,You must sink your differences.
731671746,6/8/2015 15:45:15,false,1655623732,,6/8/2015 15:44:03,false,elite,1.0,30312592,CAN,ON,Sudbury,66.103.55.12,Awe,,13,13,You must sink your differences.
731671746,6/8/2015 15:49:45,false,1655630460,,6/8/2015 15:44:25,false,neodev,1.0,32108888,USA,CA,San Jose,50.117.41.210,Optimism,,13,13,You must sink your differences.
731671746,6/8/2015 16:23:26,false,1655681501,,6/8/2015 16:16:43,false,neodev,1.0,11314968,CAN,BC,"",173.180.132.26,Ambiguous,,13,13,You must sink your differences.
731671747,6/8/2015 15:39:50,false,1655615427,,6/8/2015 15:38:36,false,tremorgames,1.0,29121923,IRL,16,Limerick,95.45.138.162,Disapproval,,14,14,"Brian, as ever, decided not to sit on the fence."
731671747,6/8/2015 15:43:52,false,1655621662,,6/8/2015 15:42:00,false,neodev,1.0,32474291,USA,CA,Torrance,66.171.228.212,Disgust,,14,14,"Brian, as ever, decided not to sit on the fence."
731671747,6/8/2015 15:45:15,false,1655623772,,6/8/2015 15:42:06,false,points4rewards,1.0,28755767,USA,VA,Chester,68.57.118.32,Anticipation,,14,14,"Brian, as ever, decided not to sit on the fence."
731671747,6/8/2015 16:05:50,false,1655654389,,6/8/2015 15:59:44,false,points4rewards,0.8333,20113482,USA,CA,Pasadena,205.144.165.253,Neutral,,14,14,"Brian, as ever, decided not to sit on the fence."
731671747,6/12/2015 14:23:53,false,1660528807,,6/12/2015 14:22:10,false,clixsense,0.8,19638651,USA,SC,Summerville,174.107.73.211,Trust,,14,14,"Brian, as ever, decided not to sit on the fence."
731671748,6/8/2015 15:56:23,false,1655640050,,6/8/2015 15:53:45,false,neodev,1.0,32108888,USA,CA,San Jose,50.117.41.210,Neutral,,16,16,This is turning into one of those mediaeval disputes which split hairs endlessly.
731671748,6/8/2015 15:58:20,false,1655642819,,6/8/2015 15:48:14,false,elite,1.0,30312592,CAN,ON,Sudbury,66.103.55.12,Disapproval,,16,16,This is turning into one of those mediaeval disputes which split hairs endlessly.
731671748,6/8/2015 15:59:38,false,1655644927,,6/8/2015 15:54:34,false,points4rewards,0.8333,20113482,USA,CA,Pasadena,205.144.165.253,Anger,,16,16,This is turning into one of those mediaeval disputes which split hairs endlessly.
731671748,6/8/2015 16:08:08,false,1655658094,,6/8/2015 15:55:39,false,neodev,1.0,11314968,CAN,BC,"",173.180.132.26,Disgust,,16,16,This is turning into one of those mediaeval disputes which split hairs endlessly.
731671748,6/12/2015 14:35:48,false,1660536472,,6/12/2015 14:33:14,false,clixsense,0.8,19638651,USA,SC,Summerville,174.107.73.211,Contempt,,16,16,This is turning into one of those mediaeval disputes which split hairs endlessly.
731671749,6/8/2015 15:40:59,false,1655617145,,6/8/2015 15:39:51,false,tremorgames,1.0,29121923,IRL,16,Limerick,95.45.138.162,Remorse,,17,17,"So, you know, whilst I'm a little bit reluctant, in a way I think that's water under the bridge, and in my view actually the extension improves it all."
731671749,6/8/2015 15:45:14,false,1655623715,,6/8/2015 15:43:53,false,neodev,1.0,32474291,USA,CA,Torrance,66.171.228.212,Contempt,,17,17,"So, you know, whilst I'm a little bit reluctant, in a way I think that's water under the bridge, and in my view actually the extension improves it all."
731671749,6/8/2015 15:45:15,false,1655623739,,6/8/2015 15:44:03,false,elite,1.0,30312592,CAN,ON,Sudbury,66.103.55.12,Sadness,,17,17,"So, you know, whilst I'm a little bit reluctant, in a way I think that's water under the bridge, and in my view actually the extension improves it all."
731671749,6/8/2015 15:49:45,false,1655630466,,6/8/2015 15:44:25,false,neodev,1.0,32108888,USA,CA,San Jose,50.117.41.210,Disgust,,17,17,"So, you know, whilst I'm a little bit reluctant, in a way I think that's water under the bridge, and in my view actually the extension improves it all."
731671749,6/8/2015 16:23:26,false,1655681500,,6/8/2015 16:16:43,false,neodev,1.0,11314968,CAN,BC,"",173.180.132.26,Optimism,,17,17,"So, you know, whilst I'm a little bit reluctant, in a way I think that's water under the bridge, and in my view actually the extension improves it all."
731671750,6/8/2015 15:40:59,false,1655617147,,6/8/2015 15:39:51,false,tremorgames,1.0,29121923,IRL,16,Limerick,95.45.138.162,Anger,,18,18,"In 1978, in an attempt to wipe the slate clean, Pinochet declared an amnesty to cover all human rights abuses since the coup."
731671750,6/8/2015 15:45:14,false,1655623723,,6/8/2015 15:43:53,false,neodev,1.0,32474291,USA,CA,Torrance,66.171.228.212,Neutral,,18,18,"In 1978, in an attempt to wipe the slate clean, Pinochet declared an amnesty to cover all human rights abuses since the coup."
731671750,6/8/2015 15:45:15,false,1655623736,,6/8/2015 15:44:03,false,elite,1.0,30312592,CAN,ON,Sudbury,66.103.55.12,Ambiguous,,18,18,"In 1978, in an attempt to wipe the slate clean, Pinochet declared an amnesty to cover all human rights abuses since the coup."
731671750,6/8/2015 15:49:45,false,1655630448,,6/8/2015 15:44:25,false,neodev,1.0,32108888,USA,CA,San Jose,50.117.41.210,Fear,,18,18,"In 1978, in an attempt to wipe the slate clean, Pinochet declared an amnesty to cover all human rights abuses since the coup."
731671750,6/8/2015 16:23:26,false,1655681488,,6/8/2015 16:16:43,false,neodev,1.0,11314968,CAN,BC,"",173.180.132.26,Neutral,,18,18,"In 1978, in an attempt to wipe the slate clean, Pinochet declared an amnesty to cover all human rights abuses since the coup."
731671751,6/8/2015 16:08:11,false,1655658166,,6/8/2015 16:07:38,false,neodev,1.0,32669750,CAN,QC,Montréal,192.99.8.199,Anticipation,,20,20,"Doctors who tried to help the wounded were caught in the crossfire, and in some places ambulances also came under attack."
731671751,6/8/2015 16:08:30,false,1655658748,,6/8/2015 16:05:35,false,clixsense,1.0,32549163,CAN,MB,Winnipeg,206.45.167.246,Remorse,,20,20,"Doctors who tried to help the wounded were caught in the crossfire, and in some places ambulances also came under attack."
731671751,6/8/2015 16:11:25,false,1655663312,,6/8/2015 16:06:01,false,fusioncash,1.0,31757234,USA,KY,London,76.177.136.50,Sadness,,20,20,"Doctors who tried to help the wounded were caught in the crossfire, and in some places ambulances also came under attack."
731671751,6/8/2015 16:12:01,false,1655664277,,6/8/2015 16:10:08,false,prodege,1.0,22031444,GBR,M4,Southampton,92.24.212.117,Sadness,,20,20,"Doctors who tried to help the wounded were caught in the crossfire, and in some places ambulances also came under attack."
731671751,6/8/2015 16:16:43,false,1655671540,,6/8/2015 16:08:10,false,neodev,1.0,11314968,CAN,BC,"",173.180.132.26,Disapproval,,20,20,"Doctors who tried to help the wounded were caught in the crossfire, and in some places ambulances also came under attack."
731671752,6/8/2015 15:29:09,false,1655599566,,6/8/2015 15:27:43,false,instagc,0.6667,28524232,CAN,ON,Scarborough,99.244.116.246,Ambiguous,,21,21,"I think we need a meeting to get it laid down, we need a meeting to clear the air or not clear the air necessarily but get some definitions down."
731671752,6/8/2015 15:38:34,false,1655613465,,6/8/2015 15:37:11,false,tremorgames,1.0,29121923,IRL,16,Limerick,95.45.138.162,Submission,,21,21,"I think we need a meeting to get it laid down, we need a meeting to clear the air or not clear the air necessarily but get some definitions down."
731671752,6/8/2015 15:41:58,false,1655618580,,6/8/2015 15:39:15,false,neodev,1.0,32474291,USA,CA,Torrance,66.171.228.212,Optimism,,21,21,"I think we need a meeting to get it laid down, we need a meeting to clear the air or not clear the air necessarily but get some definitions down."
731671752,6/8/2015 15:42:06,false,1655618829,,6/8/2015 15:39:27,false,points4rewards,1.0,28755767,USA,VA,Chester,68.57.118.32,Anger,,21,21,"I think we need a meeting to get it laid down, we need a meeting to clear the air or not clear the air necessarily but get some definitions down."
731671752,6/8/2015 15:47:19,false,1655626667,,6/8/2015 15:41:06,false,neodev,1.0,30695793,USA,CA,Palo Alto,15.219.169.69,Optimism,,21,21,"I think we need a meeting to get it laid down, we need a meeting to clear the air or not clear the air necessarily but get some definitions down."
731671753,6/8/2015 16:08:11,false,1655658157,,6/8/2015 16:07:38,false,neodev,1.0,32669750,CAN,QC,Montréal,192.99.8.199,Neutral,,22,22,"Hitler, of course, was dead set against a war between Britain and Germany."
731671753,6/8/2015 16:08:30,false,1655658736,,6/8/2015 16:05:35,false,clixsense,1.0,32549163,CAN,MB,Winnipeg,206.45.167.246,Neutral,,22,22,"Hitler, of course, was dead set against a war between Britain and Germany."
731671753,6/8/2015 16:11:25,false,1655663319,,6/8/2015 16:06:01,false,fusioncash,1.0,31757234,USA,KY,London,76.177.136.50,Disgust,,22,22,"Hitler, of course, was dead set against a war between Britain and Germany."
731671753,6/8/2015 16:12:01,false,1655664273,,6/8/2015 16:10:08,false,prodege,1.0,22031444,GBR,M4,Southampton,92.24.212.117,Neutral,,22,22,"Hitler, of course, was dead set against a war between Britain and Germany."
731671753,6/8/2015 16:16:43,false,1655671547,,6/8/2015 16:08:10,false,neodev,1.0,11314968,CAN,BC,"",173.180.132.26,Ambiguous,,22,22,"Hitler, of course, was dead set against a war between Britain and Germany."
731671754,6/8/2015 15:39:50,false,1655615430,,6/8/2015 15:38:36,false,tremorgames,1.0,29121923,IRL,16,Limerick,95.45.138.162,Neutral,,23,23,"Well, what about the view, let me kind of play devil's advocate here against Freud and Bullett."
731671754,6/8/2015 15:43:52,false,1655621655,,6/8/2015 15:42:00,false,neodev,1.0,32474291,USA,CA,Torrance,66.171.228.212,Contempt,,23,23,"Well, what about the view, let me kind of play devil's advocate here against Freud and Bullett."
731671754,6/8/2015 15:45:15,false,1655623765,,6/8/2015 15:42:06,false,points4rewards,1.0,28755767,USA,VA,Chester,68.57.118.32,Anticipation,,23,23,"Well, what about the view, let me kind of play devil's advocate here against Freud and Bullett."
731671754,6/8/2015 16:05:50,false,1655654381,,6/8/2015 15:59:44,false,points4rewards,0.8333,20113482,USA,CA,Pasadena,205.144.165.253,Anticipation,,23,23,"Well, what about the view, let me kind of play devil's advocate here against Freud and Bullett."
731671754,6/12/2015 14:23:53,false,1660528802,,6/12/2015 14:22:10,false,clixsense,0.8,19638651,USA,SC,Summerville,174.107.73.211,Ambiguous,,23,23,"Well, what about the view, let me kind of play devil's advocate here against Freud and Bullett."
731671755,6/8/2015 15:27:42,false,1655597417,,6/8/2015 15:26:09,false,instagc,0.6667,28524232,CAN,ON,Scarborough,99.244.116.246,Aggression,,24,24,We'd fight like cat and dog.
731671755,6/8/2015 15:37:09,false,1655611309,,6/8/2015 15:35:14,false,tremorgames,1.0,29121923,IRL,16,Limerick,95.45.138.162,Anger,,24,24,We'd fight like cat and dog.
731671755,6/8/2015 15:39:26,false,1655614894,,6/8/2015 15:35:53,false,points4rewards,1.0,28755767,USA,VA,Chester,68.57.118.32,Aggression,,24,24,We'd fight like cat and dog.
731671755,6/8/2015 15:44:22,false,1655622363,,6/8/2015 15:38:02,false,neodev,1.0,32108888,USA,CA,San Jose,50.117.41.210,Aggression,,24,24,We'd fight like cat and dog.
731671755,6/8/2015 16:10:09,false,1655661493,,6/8/2015 16:05:56,false,points4rewards,0.8333,20113482,USA,CA,Pasadena,205.144.165.253,Aggression,,24,24,We'd fight like cat and dog.
731671756,6/8/2015 15:39:50,false,1655615423,,6/8/2015 15:38:36,false,tremorgames,1.0,29121923,IRL,16,Limerick,95.45.138.162,Surprise,,26,26,"They were always at it, hammer and tongs you know, they had what would be called something similar to a steam hammer.."
731671756,6/8/2015 15:43:52,false,1655621656,,6/8/2015 15:42:00,false,neodev,1.0,32474291,USA,CA,Torrance,66.171.228.212,Ambiguous,,26,26,"They were always at it, hammer and tongs you know, they had what would be called something similar to a steam hammer.."
731671756,6/8/2015 15:45:15,false,1655623769,,6/8/2015 15:42:06,false,points4rewards,1.0,28755767,USA,VA,Chester,68.57.118.32,Anger,,26,26,"They were always at it, hammer and tongs you know, they had what would be called something similar to a steam hammer.."
731671756,6/8/2015 16:05:50,false,1655654392,,6/8/2015 15:59:44,false,points4rewards,0.8333,20113482,USA,CA,Pasadena,205.144.165.253,Anger,,26,26,"They were always at it, hammer and tongs you know, they had what would be called something similar to a steam hammer.."
731671756,6/12/2015 14:23:53,false,1660528801,,6/12/2015 14:22:10,false,clixsense,0.8,19638651,USA,SC,Summerville,174.107.73.211,Aggression,,26,26,"They were always at it, hammer and tongs you know, they had what would be called something similar to a steam hammer.."
731671757,6/8/2015 15:26:08,false,1655595039,,6/8/2015 15:24:17,false,instagc,0.6667,28524232,CAN,ON,Scarborough,99.244.116.246,Joy,,27,27,"Er we've all got to be friends in this situation, let bygones be bygones."
731671757,6/8/2015 15:35:13,false,1655608392,,6/8/2015 15:33:43,false,tremorgames,1.0,29121923,IRL,16,Limerick,95.45.138.162,Neutral,,27,27,"Er we've all got to be friends in this situation, let bygones be bygones."
731671757,6/8/2015 15:35:51,false,1655609384,,6/8/2015 15:32:28,false,points4rewards,1.0,28755767,USA,VA,Chester,68.57.118.32,Anger,,27,27,"Er we've all got to be friends in this situation, let bygones be bygones."
731671757,6/8/2015 15:38:01,false,1655612704,,6/8/2015 15:31:37,false,neodev,1.0,32108888,USA,CA,San Jose,50.117.41.210,Optimism,,27,27,"Er we've all got to be friends in this situation, let bygones be bygones."
731671757,6/8/2015 16:30:02,false,1655691635,,6/8/2015 16:09:05,false,elite,0.85,31883685,GBR,H2,Accrington,80.47.186.28,Submission,,27,27,"Er we've all got to be friends in this situation, let bygones be bygones."
731671758,6/8/2015 15:48:12,false,1655628093,,6/8/2015 15:46:41,false,elite,1.0,30312592,CAN,ON,Sudbury,66.103.55.12,Disapproval,,28,28,"For Lisa's sake, for Celia's sake, perhaps it would be better to let sleeping dogs lie."
731671758,6/8/2015 15:48:20,false,1655628330,,6/8/2015 15:46:57,false,neodev,1.0,32474291,USA,CA,Torrance,66.171.228.212,Anticipation,,28,28,"For Lisa's sake, for Celia's sake, perhaps it would be better to let sleeping dogs lie."
731671758,6/8/2015 15:53:42,false,1655636123,,6/8/2015 15:49:47,false,neodev,1.0,32108888,USA,CA,San Jose,50.117.41.210,Love,,28,28,"For Lisa's sake, for Celia's sake, perhaps it would be better to let sleeping dogs lie."
731671758,6/8/2015 15:54:30,false,1655637314,,6/8/2015 15:49:12,false,points4rewards,0.8333,20113482,USA,CA,Pasadena,205.144.165.253,Submission,,28,28,"For Lisa's sake, for Celia's sake, perhaps it would be better to let sleeping dogs lie."
731671758,6/12/2015 14:30:58,false,1660533264,,6/12/2015 14:27:35,false,clixsense,0.8,19638651,USA,SC,Summerville,174.107.73.211,Submission,,28,28,"For Lisa's sake, for Celia's sake, perhaps it would be better to let sleeping dogs lie."
731671759,6/8/2015 15:27:42,false,1655597406,,6/8/2015 15:26:09,false,instagc,0.6667,28524232,CAN,ON,Scarborough,99.244.116.246,Love,"Aggression
Anger
Awe
Contempt
Disapproval
Disgust
Love
Neutral",29,29,"Here we are at loggerheads with the rival practice, and I've gone and fallen in love with Robert's assistant."
731671759,6/8/2015 15:37:09,false,1655611316,,6/8/2015 15:35:14,false,tremorgames,1.0,29121923,IRL,16,Limerick,95.45.138.162,Anticipation,"Aggression
Anger
Awe
Contempt
Disapproval
Disgust
Love
Neutral",29,29,"Here we are at loggerheads with the rival practice, and I've gone and fallen in love with Robert's assistant."
731671759,6/8/2015 15:39:26,false,1655614901,,6/8/2015 15:35:53,false,points4rewards,1.0,28755767,USA,VA,Chester,68.57.118.32,Love,"Aggression
Anger
Awe
Contempt
Disapproval
Disgust
Love
Neutral",29,29,"Here we are at loggerheads with the rival practice, and I've gone and fallen in love with Robert's assistant."
731671759,6/8/2015 15:44:22,false,1655622351,,6/8/2015 15:38:02,false,neodev,1.0,32108888,USA,CA,San Jose,50.117.41.210,Disapproval,"Aggression
Anger
Awe
Contempt
Disapproval
Disgust
Love
Neutral",29,29,"Here we are at loggerheads with the rival practice, and I've gone and fallen in love with Robert's assistant."
731671759,6/8/2015 16:10:09,false,1655661498,,6/8/2015 16:05:56,false,points4rewards,0.8333,20113482,USA,CA,Pasadena,205.144.165.253,Love,"Aggression
Anger
Awe
Contempt
Disapproval
Disgust
Love
Neutral",29,29,"Here we are at loggerheads with the rival practice, and I've gone and fallen in love with Robert's assistant."
